"c","x","y","people","typePoint","point","words","frame","name","date","x2","y2","nx","ny"
0.497342,107.04,327.987,1,"pose_keypoints",13,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,20.5187,-199.401,0.643682464456282,-6.18342920268122
0,NA,NA,1,"pose_keypoints",14,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,NA,NA,NA,NA
0.85943,85.5452,75.7708,1,"pose_keypoints",15,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,-0.976100000000002,52.8152,-0.0322453606568926,1.63763328968909
0.921842,98.2766,75.7649,1,"pose_keypoints",16,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,11.7553,52.8211,0.362506279786868,1.63733887686814
0.914256,74.7658,75.8039,1,"pose_keypoints",17,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,-11.7555,52.7821,-0.366471951392599,1.63701114688852
0.367584,105.091,78.7108,1,"pose_keypoints",18,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,18.5697,49.8752,0.573905129012649,1.54574232365948
0,NA,NA,1,"pose_keypoints",19,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,NA,NA,NA,NA
0,NA,NA,1,"pose_keypoints",20,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,NA,NA,NA,NA
0,NA,NA,1,"pose_keypoints",21,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,NA,NA,NA,NA
0,NA,NA,1,"pose_keypoints",22,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,NA,NA,NA,NA
0,NA,NA,1,"pose_keypoints",23,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,NA,NA,NA,NA
0,NA,NA,1,"pose_keypoints",24,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,NA,NA,NA,NA
0.819802,93.3879,84.5953,1,"pose_keypoints",0,"later_than",5,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,4.94110000000001,43.9947,0.156784157482515,1.40465450595933
0.815151,88.4468,128.59,1,"pose_keypoints",1,"later_than",5,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,0,0,0,0
0.777216,56.2162,128.589,1,"pose_keypoints",2,"later_than",5,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,-32.2306,0.00100000000000477,-1.02913374992753,0.000754862747488731
0.72096,43.5356,197.954,1,"pose_keypoints",3,"later_than",5,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,-44.9112,-69.364,-1.43247364859023,-2.21380812370222
0.743429,27.9143,264.454,1,"pose_keypoints",4,"later_than",5,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,-60.5325,-135.864,-1.92977533368648,-4.3368247518267
0.787324,119.765,128.568,1,"pose_keypoints",5,"later_than",5,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,31.3182,0.0219999999999914,1,0
0.756263,152.006,191.131,1,"pose_keypoints",6,"later_than",5,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,63.5592,-62.541,2.03086909114377,-1.99838046631049
0.761913,150.044,178.402,1,"pose_keypoints",7,"later_than",5,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,61.5972,-49.812,1.96793627015753,-1.59189527488628
0.513988,88.4929,248.793,1,"pose_keypoints",8,"later_than",5,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,0.0461000000000098,-120.203,0.0041681417687683,-3.83812261557557
0.518531,66.9506,250.758,1,"pose_keypoints",9,"later_than",5,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,-21.4962,-122.168,-0.683640553560259,-3.90038252223377
0.514981,66.9511,332.868,1,"pose_keypoints",10,"later_than",5,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,-21.4957,-204.278,-0.681782860945828,-6.52218201483671
0,NA,NA,1,"pose_keypoints",11,"later_than",5,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,NA,NA,NA,NA
